trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 0.95}",25,0,-202.81602179571843,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
2,False,"{'a': 0.75, 'e': 0.8999999999999999}",25,0,-112.84263620759816,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
3,False,"{'a': 0.75, 'e': 0.8499999999999999}",20,0,-85.75063582773413,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
4,False,"{'a': 0.75, 'e': 0.7999999999999998}",20,0,-94.7114116402646,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
5,False,"{'a': 0.75, 'e': 0.7499999999999998}",20,10,-5.170039712782451,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
6,False,"{'a': 0.75, 'e': 0.6999999999999997}",25,0,-138.5532189101733,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
7,False,"{'a': 0.75, 'e': 0.6499999999999997}",20,0,-69.15525991739067,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
8,False,"{'a': 0.75, 'e': 0.5999999999999996}",20,0,-95.48268748790412,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
9,False,"{'a': 0.75, 'e': 0.5499999999999996}",20,0,-57.77263923687352,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
10,False,"{'a': 0.75, 'e': 0.4999999999999996}",35,13,-93.4330982318903,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
11,False,"{'a': 0.75, 'e': 0.4499999999999996}",20,14,-1.3008641943853774,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.75, 'e': 0.39999999999999963}",30,0,-101.65871706518158,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
13,False,"{'a': 0.75, 'e': 0.34999999999999964}",30,0,-47.02515871011979,"{0: 24, 1: 2, 2: 1, 3: 3, 4: 0}",0
14,False,"{'a': 0.75, 'e': 0.29999999999999966}",20,0,-32.97382062111862,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
15,False,"{'a': 0.75, 'e': 0.24999999999999967}",20,2,-16.14717856912636,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.75, 'e': 0.19999999999999968}",20,6,27.538939592192943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.75, 'e': 0.1499999999999997}",20,2,4.114883935361959,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
18,False,"{'a': 0.75, 'e': 0.09999999999999969}",20,5,1.048492968936924,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
19,False,"{'a': 0.75, 'e': 0.049999999999999684}",25,14,17.075087049501732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.75, 'e': -3.191891195797325e-16}",20,11,13.933327918617765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,6,-1.615647912818973,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,16.89202502869059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,8.513740224559193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,0,-8.772435265101937,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
5,True,"{'a': 0, 'e': 0}",30,17,23.30151906581777,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,14,5.968783040198218,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,16.164988020685414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",35,14,36.753587236206144,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,2,21.29827844066764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,12.730673912521425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,17,-10.7975592096079,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,8,37.06950633204376,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,25,19.967687336868284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,11,-5.200730325581395,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,24,15.010559038378153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,1,24.670053403736848,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,0,-1.0621697540468071,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
18,True,"{'a': 0, 'e': 0}",20,5,26.593337144755075,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,15,19.17512814408125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,0,27.7711135940583,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
