trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 1.0}",25,0,-127.15884535226454,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
2,False,"{'a': 0.75, 'e': 0.9950484010363788}",20,0,-100.13206886621492,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
3,False,"{'a': 0.75, 'e': -0.6912931286141072}",30,0,-237.82406516372626,"{0: 20, 1: 0, 2: 2, 3: 4, 4: 4}",0
4,False,"{'a': 0.75, 'e': 0.9557293436951722}",25,4,-99.26670716861737,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 1}",1
5,False,"{'a': 0.75, 'e': -0.9672505882738824}",25,2,-24.28021959776417,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
6,False,"{'a': 0.75, 'e': 0.281532299883927}",35,0,-138.08123805396758,"{0: 28, 1: 2, 2: 0, 3: 2, 4: 3}",0
7,False,"{'a': 0.75, 'e': -0.7391908477842096}",25,0,5.9671430350511825,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
8,False,"{'a': 0.75, 'e': -0.6685908597726038}",20,0,-9.454884135338148,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
9,False,"{'a': 0.75, 'e': 0.024346548588937242}",20,15,-2.0552307036669912,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.75, 'e': -0.5913696841443247}",30,2,-40.028679976268954,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 1}",1
11,False,"{'a': 0.75, 'e': -0.3507691132091307}",25,0,19.563256397889585,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
12,False,"{'a': 0.75, 'e': -0.4421086494644714}",20,0,-14.083551348034621,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
13,False,"{'a': 0.75, 'e': 0.9191477571826234}",20,0,-105.45726090113071,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
14,False,"{'a': 0.75, 'e': -0.9544222330613963}",20,5,-73.34743082745405,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
15,False,"{'a': 0.75, 'e': 0.048633500538969116}",30,23,9.526440416219957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.75, 'e': 0.8828226180177482}",20,0,-64.29982679226782,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
17,False,"{'a': 0.75, 'e': -0.9761141175558584}",30,7,15.580219808645657,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
18,False,"{'a': 0.75, 'e': 0.24523737357693737}",25,0,-40.71877598511327,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
19,False,"{'a': 0.75, 'e': 0.3403794899490459}",25,5,-35.95254867434447,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
20,False,"{'a': 0.75, 'e': -0.870040133724527}",20,7,21.05711843183029,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,3,17.552228747702447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,0,38.18965768255379,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",25,0,26.22883379734943,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,0,-27.909186571331944,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
5,True,"{'a': 0, 'e': 0}",30,22,15.232084915629743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,5,-17.996969369892597,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",25,0,21.361847657308388,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",25,1,-7.029695317814217,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
9,True,"{'a': 0, 'e': 0}",20,0,26.153129015648233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",30,15,14.733816720997133,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,4,32.46997002370084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,17,-5.615498483820039,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,19,-3.1524034627123543,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,0,29.060823554504065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",25,0,28.38139752730492,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",20,0,25.02006025253013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",30,16,-19.93399636396645,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,0,-29.01552750334344,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
19,True,"{'a': 0, 'e': 0}",20,12,12.39574332077558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,5,22.933547475116388,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
