trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",25,13,-41.85705028442149,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.99}",30,19,-26.05235465687738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3,False,"{'a': 0.5, 'e': 0.985}",20,0,-188.62445452894542,"{0: 7, 1: 6, 2: 4, 3: 0, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.98}",20,0,-152.20496712994597,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.975}",20,0,-71.8126823006357,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.97}",25,0,-155.2129774434927,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.965}",20,0,-58.873355776364264,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.96}",30,0,-142.25794380951496,"{0: 18, 1: 1, 2: 7, 3: 3, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.955}",20,0,-71.55166227505494,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.95}",20,0,-61.04210580605911,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.945}",20,0,-141.6188314142951,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.94}",25,0,-52.24318912593114,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9349999999999999}",25,0,-190.99476276486803,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.9299999999999999}",20,0,-53.43147595434463,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9249999999999999}",20,0,-74.89040938162964,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.9199999999999999}",30,0,-228.64349920725118,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
17,False,"{'a': 0.5, 'e': 0.9149999999999999}",30,0,-170.04829217704747,"{0: 16, 1: 1, 2: 9, 3: 3, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9099999999999999}",20,0,-131.89565391806036,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.9049999999999999}",20,0,-32.17381121269099,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.8999999999999999}",20,5,-70.0581658138079,"{0: 7, 1: 2, 2: 5, 3: 1, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.8949999999999999}",20,0,-116.7428141678017,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8899999999999999}",25,0,-69.91514842021076,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.8849999999999999}",25,0,-145.9014500171016,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.8799999999999999}",25,0,-209.0295121544087,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.8749999999999999}",20,6,-4.583530491282174,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.8699999999999999}",30,0,-56.9409207089117,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.8649999999999999}",25,0,-8.088428059857682,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.8599999999999999}",25,0,-153.59766414582344,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.8549999999999999}",25,0,-73.91485905365629,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.8499999999999999}",25,0,-138.26952524242998,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.8449999999999999}",25,0,-153.05076249765762,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.8399999999999999}",25,0,-147.14043685741626,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.8349999999999999}",20,11,-18.647593568671187,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.8299999999999998}",35,0,-221.11062871673232,"{0: 20, 1: 5, 2: 4, 3: 3, 4: 3}",0
35,False,"{'a': 0.5, 'e': 0.8249999999999998}",20,0,-91.11120936171083,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.8199999999999998}",20,12,-64.03289640078391,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
37,False,"{'a': 0.5, 'e': 0.8149999999999998}",25,0,-122.11389080011229,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.8099999999999998}",25,0,-67.59428049390307,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",1
39,False,"{'a': 0.5, 'e': 0.8049999999999998}",20,11,-8.299241021138382,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.7999999999999998}",20,0,-32.73972843935272,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.7949999999999998}",20,0,2.3773598021128404,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.7899999999999998}",25,0,-112.68171213103824,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.7849999999999998}",25,0,-51.71106891458837,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.7799999999999998}",20,12,12.690832519539557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.7749999999999998}",20,0,-132.20333265637493,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.7699999999999998}",20,6,-64.50532104558941,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.7649999999999998}",20,0,-130.39880928070323,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.7599999999999998}",30,10,-47.61209691601432,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.7549999999999998}",20,6,-41.763994948199276,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.7499999999999998}",25,0,-179.66461763603627,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.7449999999999998}",30,18,-5.59038814413148,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.7399999999999998}",25,0,-62.97077032604846,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
