trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 0.95}",25,0,-174.85024116375956,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
2,False,"{'a': 0.75, 'e': 0}",30,0,-57.295692696788606,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
3,False,"{'a': 0.75, 'e': 0}",30,4,-81.51160541946635,"{0: 18, 1: 2, 2: 2, 3: 4, 4: 0}",1
4,False,"{'a': 0.75, 'e': 0}",35,8,-9.418986706793085,"{0: 24, 1: 1, 2: 0, 3: 2, 4: 0}",1
5,False,"{'a': 0.75, 'e': 0}",20,0,-121.54675898034478,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 3}",0
6,False,"{'a': 0.75, 'e': 0}",20,0,-7.523883881387375,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
7,False,"{'a': 0.75, 'e': 0}",25,0,-86.58977534390088,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
8,False,"{'a': 0.75, 'e': 0}",25,0,-10.0367318968515,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
9,False,"{'a': 0.75, 'e': 0}",25,0,30.618718798791118,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
10,False,"{'a': 0.75, 'e': 0}",30,0,24.83653438548213,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
11,False,"{'a': 0.75, 'e': 0}",25,13,-72.13825624489532,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
12,False,"{'a': 0.75, 'e': 0}",30,16,-2.346013310853208,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
13,False,"{'a': 0.75, 'e': 0}",30,17,7.555577337076932,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.75, 'e': 0}",25,19,11.119376458243341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.75, 'e': 0}",20,8,-26.14934926429879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.75, 'e': 0}",20,15,9.117153220738917,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.75, 'e': 0}",30,11,34.094388791416435,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.75, 'e': 0}",25,4,-11.638394296284273,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 0}",1
19,False,"{'a': 0.75, 'e': 0}",25,8,-61.44322647683035,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
20,False,"{'a': 0.75, 'e': 0}",20,0,14.247061394814542,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",25,14,19.890758783561225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,12,15.261129882137013,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,10,-18.18193031811717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
4,True,"{'a': 0, 'e': 0}",20,12,13.94557636051663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,29.15064356893023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,10.485565948372995,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,-8.438111938957327,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,4.076660805109042,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,0,-2.3782976428412024,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
10,True,"{'a': 0, 'e': 0}",25,17,15.19686916300887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
