trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",25,0,-147.07756984010237,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9977982791785807}",20,0,-84.44403344140056,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': -0.8733046400935156}",25,6,-29.21739700417859,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
4,False,"{'a': 0.5, 'e': 0.8342233605065102}",20,0,-122.51335777524757,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': -0.39998531498835127}",20,7,-46.8098741738445,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
6,False,"{'a': 0.5, 'e': -0.1934586046207122}",25,0,32.032924289236334,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': -0.25810163593826746}",25,0,-67.34442832284168,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",1
8,False,"{'a': 0.5, 'e': -0.32160813176404734}",25,11,3.175514946118947,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.37962168297153187}",20,0,-43.196533712242044,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
10,False,"{'a': 0.5, 'e': -0.8218264239151786}",25,14,-5.297675143799877,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': -0.18043044929108396}",20,0,-51.4235337776354,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.6864865509069841}",20,0,-70.987553040541,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': -0.9715921906288022}",25,0,-36.0579734720618,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': -0.953757183235068}",20,0,-68.90352846348709,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9637913672852274}",35,0,-90.88166112065973,"{0: 23, 1: 7, 2: 4, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.47165229356133864}",20,15,10.125873455434515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.1498623077152374}",20,1,-11.033830651550577,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
18,False,"{'a': 0.5, 'e': -0.07513609089835323}",25,18,7.251623530367416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': -0.2794299700233931}",20,0,25.83771458915038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.756812347054107}",25,0,-60.24632688161416,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.711795928940826}",20,12,-17.710602321941295,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': -0.9968285949694307}",30,14,1.2943018460317317,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,9,19.757212465088806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,8.92554710080643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,7.295846366001143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,0,-48.63684765385836,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
5,True,"{'a': 0, 'e': 0}",30,17,20.8140113624911,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,7,30.50476568484503,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,11,-24.65812846026973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,True,"{'a': 0, 'e': 0}",20,12,12.433963210473719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,12,10.88609068980844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,10,10.35847684094363,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",35,4,34.607579209481344,"{0: 29, 1: 2, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,16,26.50854387626889,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,20,9.054563032094016,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,20,7.152484245781023,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,13,16.062182081240362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,19,13.00386207177179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,14,9.814024004937034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,0,28.810675012532933,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",25,0,-12.428957356466347,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
20,True,"{'a': 0, 'e': 0}",20,10,18.177427712679506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
