trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 1.0}",25,0,-259.7940633894069,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 6}",0
2,False,"{'a': 0.75, 'e': 0.0717897987691853}",20,0,-23.68772040864368,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
3,False,"{'a': 0.75, 'e': 0.008727963568087723}",30,0,-129.0646960096448,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
4,False,"{'a': 0.75, 'e': 0.00036998848503512764}",20,0,-29.262389086321612,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
5,False,"{'a': 0.75, 'e': 4.498196224760375e-05}",25,0,-69.75766407649517,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
6,False,"{'a': 0.75, 'e': 3.2292460179985636e-06}",25,0,-43.683620879432404,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
7,False,"{'a': 0.75, 'e': 2.318269218083098e-07}",30,0,-20.90609959240491,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.75, 'e': 9.82741173483224e-09}",30,0,-4.770652378000278,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
9,False,"{'a': 0.75, 'e': 4.1659536628699084e-10}",20,0,15.965523802248347,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,False,"{'a': 0.75, 'e': 5.0648270951105203e-11}",25,0,-51.33415501809466,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
11,False,"{'a': 0.75, 'e': 3.636029179587016e-12}",20,0,-6.720151563038141,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
12,False,"{'a': 0.75, 'e': 4.420562636478819e-13}",20,0,-2.140325199576688,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
13,False,"{'a': 0.75, 'e': 5.374372167511619e-14}",20,1,24.3358624347055,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.75, 'e': 7.259979873896996e-15}",20,0,-11.931419580108072,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
