trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",25,0,-206.70254458302088,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.0717897987691853}",25,14,11.74336988990957,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.5, 'e': 0.022528399544939195}",30,0,-81.46605621543782,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.0009550049507968268}",20,6,20.77845454556145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,False,"{'a': 0.5, 'e': 0.00021847450052839255}",25,7,-6.341338049498075,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
6,False,"{'a': 0.5, 'e': 3.279185047850314e-05}",25,6,-67.27638957738938,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 1}",1
7,False,"{'a': 0.5, 'e': 4.4296927544561915e-06}",20,0,-70.46347480943055,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 5.385472259508681e-07}",30,1,-70.64338342084638,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 1}",1
9,False,"{'a': 0.5, 'e': 2.536626743773543e-08}",25,18,-69.83665084930807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
10,False,"{'a': 0.5, 'e': 1.2132607080039802e-08}",20,0,2.8839909193377924,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 1.4750417802530951e-09}",25,0,-5.677230356917586,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
12,False,"{'a': 0.5, 'e': 1.0589295258051055e-10}",20,16,7.410963276004443,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.5, 'e': 6.947636618807298e-11}",30,0,-11.669832318128048,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 2.9451836354654833e-12}",25,0,-5.556279476293213,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 2.1143414052836465e-13}",20,11,-24.70716175469227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.5, 'e': 8.191391811479377e-14}",25,7,25.429661110573065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 1.2294839665188226e-14}",25,0,-66.72142729922969,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
18,False,"{'a': 0.5, 'e': 8.826440654632603e-16}",30,0,-2.97749931197243,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 3.741630427973339e-17}",30,0,35.38478068255002,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 1.5861204767958286e-18}",25,0,30.357688752342035,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",30,11,-12.423054020330634,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2,True,"{'a': 0, 'e': 0}",30,23,8.89227493024906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,15.839745395609803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,13,27.189171240441006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,26.797435293682053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,0,26.421242653751897,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,2,28.403115416685704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,7.370811075623196,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,0,16.847359833002045,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",25,11,22.634947014807643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,0,-13.93209628139361,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
12,True,"{'a': 0, 'e': 0}",35,0,45.816877632670206,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",20,0,27.383886774235037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",30,0,42.43266892329832,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",20,10,16.966754803928335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,9,11.58191373462797,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",35,11,33.527294941014574,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,11,15.47668620901686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,3,28.107923646833907,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,0,29.84206229486999,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
