trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 0.95}",20,0,-99.09836351229126,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
2,False,"{'a': 0.75, 'e': 0.8999999999999999}",25,0,-132.28918666895078,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
3,False,"{'a': 0.75, 'e': 0.8499999999999999}",25,0,-141.58269501932298,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.75, 'e': 0.7999999999999998}",20,7,-47.93590213841627,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
5,False,"{'a': 0.75, 'e': 0.7499999999999998}",30,0,-15.331100898613812,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
6,False,"{'a': 0.75, 'e': 0.6999999999999997}",20,0,-31.365728996249327,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
7,False,"{'a': 0.75, 'e': 0.6499999999999997}",30,0,-140.40006545430055,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.75, 'e': 0.5999999999999996}",25,0,-77.91789831726393,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
9,False,"{'a': 0.75, 'e': 0.5499999999999996}",25,0,-57.33428574453538,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.75, 'e': 0.4999999999999996}",30,0,-98.27273468139072,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
11,False,"{'a': 0.75, 'e': 0.4499999999999996}",35,0,-8.532479966843333,"{0: 30, 1: 3, 2: 1, 3: 1, 4: 0}",0
12,False,"{'a': 0.75, 'e': 0.39999999999999963}",25,0,-6.166221173219722,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
13,False,"{'a': 0.75, 'e': 0.34999999999999964}",20,9,0.7286050710229754,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
