trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",20,1,-42.579924855806475,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0}",25,9,-39.38273816348617,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
3,False,"{'a': 0.5, 'e': 0}",20,0,-21.747112176175655,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0}",20,0,-143.68444254840318,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0}",20,1,-21.39871179888947,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 0}",1
6,False,"{'a': 0.5, 'e': 0}",20,1,15.16631226420339,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.5, 'e': 0}",25,0,-20.689567681652434,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0}",20,0,3.3976662763088745,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0}",20,3,11.252351214294032,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0}",20,0,3.280061213756942,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0}",20,0,-56.32308805695695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0}",25,18,-30.64137017256092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0}",20,0,12.832109943921672,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0}",30,0,5.509910440332441,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0}",25,14,7.213502319271759,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0}",20,0,11.466858589445804,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0}",35,21,26.162972964348977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0}",30,11,-10.922942396935838,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
19,False,"{'a': 0.5, 'e': 0}",25,0,26.822240164712944,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0}",30,6,-8.320735415166109,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",20,0,18.044250761015423,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,0,16.579275683317167,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",30,9,31.224622656304003,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,1,-9.089860987610505,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,True,"{'a': 0, 'e': 0}",30,22,16.277573566565582,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,14,21.952768190982095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,21.9030087173262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",35,4,43.071324803875974,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,0,14.26385326601153,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,18,12.066348234842046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
