trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",25,0,-96.28858292654014,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9999968750016276}",30,0,-147.12856579091155,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.9999848750381276}",20,0,-216.66998017694817,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 4}",0
4,False,"{'a': 0.5, 'e': 0.9999718751318357}",35,0,-108.43423073650348,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9999395006100392}",20,0,-69.40113499525737,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9999155011900349}",20,0,-96.29781680821466,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9998875021093592}",20,0,-105.04608182617898,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9998555034800082}",30,0,-111.87547974797238,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",1
9,False,"{'a': 0.5, 'e': 0.9998000066665778}",20,0,-91.48496104140263,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9997580097605092}",20,0,-208.02577440262925,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.9997120138237345}",25,0,-110.33177500843586,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.9996488955476466}",20,0,-104.85683222833,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9995939024888416}",25,13,7.7046285472438,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.9995589874191622}",25,0,-120.00959752732695,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.999481624791668}",20,7,-78.06497085192517,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.9994389274749146}",25,0,-125.56705597058335,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9993520699809768}",20,0,-50.69940411008055,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9992780868764849}",20,3,-25.887176990441183,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.9992120584970495}",25,0,-179.30553867675218,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.9991097121334522}",20,0,-90.66444873983521,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.9990233390191963}",20,0,-108.60565724096696,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.9989329698129161}",20,0,-52.6177908892344,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.9988386048760888}",20,0,-87.42163633902187,"{0: 10, 1: 7, 2: 2, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9987402445861736}",20,0,-120.18400786665963,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.9986378893366118}",30,8,-97.58360527916454,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 1}",1
26,False,"{'a': 0.5, 'e': 0.9985206848728224}",25,0,-151.86966387112565,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
27,False,"{'a': 0.5, 'e': 0.998381631707806}",30,0,-189.61719589498875,"{0: 15, 1: 3, 2: 9, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.9982065313448394}",25,0,-188.8461728893744,"{0: 11, 1: 6, 2: 4, 3: 1, 4: 3}",0
29,False,"{'a': 0.5, 'e': 0.9980537516416355}",25,0,-103.13669700433273,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9978947341057326}",25,9,1.2071156769327416,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.9977896897255221}",25,0,-261.91176167631266,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 5}",0
32,False,"{'a': 0.5, 'e': 0.9976204443135014}",20,0,-48.85614781177222,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.9974805586421406}",30,0,-91.47343033622167,"{0: 20, 1: 3, 2: 4, 3: 3, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.9972632492126244}",25,0,-241.4523102661294,"{0: 10, 1: 6, 2: 4, 3: 1, 4: 4}",0
35,False,"{'a': 0.5, 'e': 0.9970753017562363}",25,0,-102.85177997109143,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.9968811225824579}",20,0,-171.79080311882643,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.9967212932211577}",20,0,-104.016422715404,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.9965574769760137}",20,0,-156.57617076285064,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.9963896745022904}",25,0,-58.38177009187005,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.996174316800261}",30,0,-98.73228872541223,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.9959076692451787}",20,0,-147.6493661735184,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9957249245223883}",20,0,-79.04304312552468,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.9955381969012274}",30,0,-197.77781921192414,"{0: 12, 1: 7, 2: 8, 3: 1, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.9952506391732631}",30,0,-197.2168063715964,"{0: 17, 1: 5, 2: 3, 3: 2, 4: 3}",0
45,False,"{'a': 0.5, 'e': 0.9949541241962642}",20,0,-120.55361207403153,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.9947514726099944}",35,0,-138.2873686543382,"{0: 25, 1: 3, 2: 3, 3: 2, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.9943872583508965}",25,0,-267.21932064990733,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 5}",0
48,False,"{'a': 0.5, 'e': 0.9941196471458018}",20,0,-65.29478242874026,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9939010845640557}",25,0,-254.3301007846908,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 5}",0
50,False,"{'a': 0.5, 'e': 0.9936222907491012}",20,0,-165.85872527306842,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.9933947843142158}",25,0,-59.29709807226412,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.9931048135349669}",25,0,-171.25287715197646,"{0: 15, 1: 3, 2: 1, 3: 4, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9928086358538663}",20,0,-96.21937082957432,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.9925672259822949}",30,0,-77.8833538253937,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.992197667229329}",30,0,-244.21151821202608,"{0: 15, 1: 2, 2: 7, 3: 3, 4: 3}",0
56,False,"{'a': 0.5, 'e': 0.9918191787040556}",30,0,-239.96127864918617,"{0: 12, 1: 6, 2: 8, 3: 1, 4: 3}",0
57,False,"{'a': 0.5, 'e': 0.9914317638128685}",20,0,-122.39539372922833,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.9911685298451072}",20,0,-238.15684290780146,"{0: 7, 1: 5, 2: 2, 3: 2, 4: 4}",0
59,False,"{'a': 0.5, 'e': 0.9909013312045479}",20,0,-72.29959829668185,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.9906301689599851}",25,0,-46.53458157265793,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.9902856439900551}",20,0,-254.608351101155,"{0: 7, 1: 5, 2: 2, 3: 1, 4: 5}",0
62,False,"{'a': 0.5, 'e': 0.9900055676263769}",25,0,-91.05582157566471,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.9896499035251115}",25,0,-174.56134862506863,"{0: 11, 1: 6, 2: 4, 3: 2, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.9892880541151706}",35,0,-133.8938941572848,"{0: 21, 1: 3, 2: 7, 3: 4, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.9887710779360422}",25,0,-82.56715624410255,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.9883943930860107}",30,0,-298.2870798878652,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 6}",0
67,False,"{'a': 0.5, 'e': 0.9879342172263718}",30,0,-140.17436488826436,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.9874651499654463}",25,13,-67.44345719985007,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
69,False,"{'a': 0.5, 'e': 0.9872750344116669}",25,0,-224.60647168241206,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 4}",0
70,False,"{'a': 0.5, 'e': 0.9868743945147501}",25,0,-23.696694383212513,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.98646758665608}",30,1,-199.1742096536484,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 3}",1
72,False,"{'a': 0.5, 'e': 0.9859879656747592}",25,0,-90.59991642627092,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9855678437467584}",30,0,-160.06565817315635,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.9850555667364587}",25,0,-135.86587047080815,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9846218967778735}",20,0,-122.59056460769783,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.9842705298833843}",25,0,-135.79414663680242,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9838257849115902}",25,0,-155.06515256279883,"{0: 11, 1: 3, 2: 9, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.9833748910318431}",20,0,-76.51853296903961,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9830097506067816}",25,13,-26.678658986043054,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.9827887788795224}",20,0,-125.58876231717092,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.9824173479017666}",30,22,14.330297036213311,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.9822676751198727}",25,0,-120.99081411131758,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.981795896262189}",30,0,-108.92316821537942,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9812216620832215}",20,0,-36.717436885972916,"{0: 14, 1: 4, 2: 0, 3: 2, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.9808339328703223}",20,0,-204.18435008080803,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
86,False,"{'a': 0.5, 'e': 0.9804422803229993}",25,0,-78.64530599759188,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.979947199837938}",20,0,-99.99953898082583,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.979546725539976}",20,12,-50.624409798555625,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.9793854386385914}",35,0,-263.2015599659943,"{0: 17, 1: 4, 2: 8, 3: 3, 4: 3}",0
90,False,"{'a': 0.5, 'e': 0.9786724399438517}",25,0,-39.53470495889287,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.978155814610992}",30,0,-160.51582520533486,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.9775277947171267}",20,0,-72.29776583508243,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9771042268004166}",30,3,-73.40511654365224,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.9765262107045749}",30,0,-166.3658545224555,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
95,False,"{'a': 0.5, 'e': 0.9758756214888465}",25,5,-64.67466815810276,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.975437015605888}",25,0,-160.67566569128127,"{0: 14, 1: 1, 2: 5, 3: 4, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.9748832716278887}",20,0,-37.13428333883088,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.9744358893056488}",35,0,-120.40683433836077,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.9736435923847273}",30,0,-124.1694187736679,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9729549873510803}",20,0,-169.1072559274703,"{0: 7, 1: 1, 2: 9, 3: 2, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.9724910521715588}",20,2,-163.23757039753897,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 3}",1
102,False,"{'a': 0.5, 'e': 0.9720701845384897}",25,0,-241.75092486389747,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",1
103,False,"{'a': 0.5, 'e': 0.9714804215784983}",25,0,-197.12120809478438,"{0: 13, 1: 0, 2: 9, 3: 0, 4: 3}",0
104,False,"{'a': 0.5, 'e': 0.9708845868690346}",20,0,-225.6189636720361,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
105,False,"{'a': 0.5, 'e': 0.9704035499430733}",20,0,-99.13936562107469,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.9699186314042062}",20,0,-114.06016637992501,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9694298331921066}",25,0,-254.30963619561845,"{0: 7, 1: 5, 2: 8, 3: 2, 4: 3}",0
108,False,"{'a': 0.5, 'e': 0.9688133826165892}",25,0,-137.28287076349304,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
