trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 1.0}",20,0,-125.84447133825303,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
2,False,"{'a': 0.75, 'e': 0.0031712119389339932}",25,0,-56.77469723743593,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
3,False,"{'a': 0.75, 'e': 2.386474799099523e-06}",20,0,-91.43047567070256,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
4,False,"{'a': 0.75, 'e': 7.568017374869511e-09}",20,0,-5.853273463774306,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
5,False,"{'a': 0.75, 'e': 2.3999787053246092e-11}",30,14,-7.081818981038267,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
6,False,"{'a': 0.75, 'e': 2.405401639036128e-13}",20,4,5.176570531783001,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
7,False,"{'a': 0.75, 'e': 2.410836826277219e-15}",30,0,-33.2902237445617,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.75, 'e': 4.305322794954305e-19}",20,0,-5.859562310528831,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
9,False,"{'a': 0.75, 'e': 1.3653091048323762e-21}",25,0,29.219059051546775,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,False,"{'a': 0.75, 'e': 1.0274544352147174e-24}",20,0,-18.42830705828556,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
11,False,"{'a': 0.75, 'e': 3.2582757716635946e-27}",20,0,-22.101207629388615,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
12,False,"{'a': 0.75, 'e': 1.0332683027438961e-29}",25,0,-33.1461072590367,"{0: 21, 1: 1, 2: 0, 3: 3, 4: 0}",0
13,False,"{'a': 0.75, 'e': 7.77579301759172e-33}",30,0,6.038758897202699,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
14,False,"{'a': 0.75, 'e': 1.3886173698109355e-36}",20,9,19.47958294462887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.75, 'e': 5.864844351050802e-38}",20,0,27.9075331265896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.75, 'e': 1.859866442604189e-40}",20,2,2.3433486233607947,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
17,False,"{'a': 0.75, 'e': 1.0485387853527286e-42}",20,0,-30.925852547064792,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
18,False,"{'a': 0.75, 'e': 3.325138714545921e-45}",20,0,-0.2660333313185028,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
19,False,"{'a': 0.75, 'e': 1.0544719590179655e-47}",25,0,33.933382715726246,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.75, 'e': 7.935359745774022e-51}",20,13,-31.14305540891181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",25,13,-5.561805946826304,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,19,-20.997301695748156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3,True,"{'a': 0, 'e': 0}",20,2,30.46952651231503,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,0,-27.232433829846116,"{0: 32, 1: 0, 2: 1, 3: 1, 4: 1}",0
5,True,"{'a': 0, 'e': 0}",25,0,11.145587642295647,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,25.832571632708476,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,0,-16.62394948443789,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",30,0,-1.3986365919627481,"{0: 26, 1: 3, 2: 0, 3: 1, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,1,10.97860392556986,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,14,12.233295025834899,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
