trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",25,0,-131.82322299686848,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.99}",20,11,-63.34641184679559,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
3,False,"{'a': 0.5, 'e': 0.985}",25,0,-114.10612216480988,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.98}",25,0,-92.8248987748972,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.975}",30,0,-101.92023951760657,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.97}",20,0,-96.76768768820385,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.965}",25,0,-34.961713276675795,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.96}",20,0,-141.5283841551739,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.955}",25,0,-74.75765892782702,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.95}",30,0,-164.0938415432211,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.945}",30,0,-150.5999344039931,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.94}",20,3,-91.55116100481524,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0.9349999999999999}",20,0,-71.93871417719222,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9299999999999999}",25,0,-110.66896879083156,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9249999999999999}",25,0,-97.9409803417716,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9199999999999999}",30,0,-166.9167697826246,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
17,False,"{'a': 0.5, 'e': 0.9149999999999999}",20,0,-55.28910630074628,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9099999999999999}",30,0,-269.6034555409131,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 5}",0
19,False,"{'a': 0.5, 'e': 0.9049999999999999}",25,0,-185.8584325012171,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.8999999999999999}",25,0,-155.17049545800566,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.8949999999999999}",20,0,-102.79193305142357,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8899999999999999}",30,0,-196.10661257613208,"{0: 13, 1: 6, 2: 8, 3: 1, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.8849999999999999}",20,0,-113.25942264488464,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.8799999999999999}",20,0,-240.32692388191452,"{0: 7, 1: 2, 2: 4, 3: 4, 4: 3}",0
