trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 1.0}",20,0,-109.24643815534566,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
2,False,"{'a': 0.75, 'e': -0.7596879128588213}",25,13,14.267817137318954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.75, 'e': 0.424179007336997}",30,0,-153.69663423904709,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
4,False,"{'a': 0.75, 'e': -0.8116121923430246}",25,0,-79.70990720541191,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
5,False,"{'a': 0.75, 'e': -0.7495292120346966}",25,0,8.30866278104898,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
6,False,"{'a': 0.75, 'e': -0.6800234955873388}",20,0,-16.852280629496363,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
7,False,"{'a': 0.75, 'e': 0.0398208803931389}",25,15,6.978591380204463,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.75, 'e': 0.9510593107915064}",20,11,-51.220113772682254,"{0: 4, 1: 0, 2: 4, 3: 1, 4: 0}",1
9,False,"{'a': 0.75, 'e': 0.9883693950308283}",30,0,-159.73978860716934,"{0: 16, 1: 5, 2: 5, 3: 3, 4: 1}",0
10,False,"{'a': 0.75, 'e': -0.7890619030142494}",20,0,-13.146138894854788,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
11,False,"{'a': 0.75, 'e': 0.9989215147136015}",35,0,-103.0679028580727,"{0: 21, 1: 4, 2: 10, 3: 0, 4: 0}",0
12,False,"{'a': 0.75, 'e': 0.47941231147032193}",20,3,-74.03833521270352,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
13,False,"{'a': 0.75, 'e': 0.31110503078846885}",20,0,-17.823124555217515,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
14,False,"{'a': 0.75, 'e': -0.8543603862968809}",35,6,45.07411086776393,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.75, 'e': 0.9537481220672112}",30,0,-186.0974346328979,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 4}",0
16,False,"{'a': 0.75, 'e': -0.68646463135462}",20,0,-32.50014853281929,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
17,False,"{'a': 0.75, 'e': 0.9943642655514137}",25,0,-35.29833543851903,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
18,False,"{'a': 0.75, 'e': 0.9999778144430631}",20,0,-12.029103620489636,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
19,False,"{'a': 0.75, 'e': -0.7640027090770402}",25,0,-27.144645514118835,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
20,False,"{'a': 0.75, 'e': -0.6960909524274645}",20,8,12.041650243604117,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,2,23.685703643121734,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,3,12.371245651830986,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,-21.540146557875055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
4,True,"{'a': 0, 'e': 0}",20,13,-6.549188496917166,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,23.22718236876816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,30.38665697834737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,13,14.907479737479578,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,0,-1.5449038941827133,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,6,-29.418489443351937,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
10,True,"{'a': 0, 'e': 0}",20,13,10.70900181500573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,9,-18.68054240269481,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
12,True,"{'a': 0, 'e': 0}",25,0,27.86896677516351,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",20,11,-8.126877084332278,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,9,20.23639050255886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,17,-20.669784908456784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
16,True,"{'a': 0, 'e': 0}",20,14,10.10723407454999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,10,23.814978171391537,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,6,31.01933484244008,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,-25.713260675482246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
20,True,"{'a': 0, 'e': 0}",20,9,4.778101454409299,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
