trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 1.0}",25,0,-216.90730590664427,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 4}",0
2,False,"{'a': 0.75, 'e': 0.9999968750016276}",25,0,-251.48831785226952,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 5}",0
3,False,"{'a': 0.75, 'e': 0.9999875000260416}",20,0,-53.888336377212696,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
4,False,"{'a': 0.75, 'e': 0.9999755001000415}",25,0,-137.35440690032664,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
5,False,"{'a': 0.75, 'e': 0.9999548753393765}",30,0,-183.30095822055347,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
6,False,"{'a': 0.75, 'e': 0.9999218760172474}",30,0,-176.727548879783,"{0: 13, 1: 4, 2: 11, 3: 1, 4: 1}",0
7,False,"{'a': 0.75, 'e': 0.9998798774049833}",20,0,-93.92532005538617,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
8,False,"{'a': 0.75, 'e': 0.9998468789078377}",25,4,-6.4921876232189675,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
9,False,"{'a': 0.75, 'e': 0.9998079261490423}",30,0,-129.37385697368472,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
10,False,"{'a': 0.75, 'e': 0.999744630869639}",20,0,-116.43378965204138,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
11,False,"{'a': 0.75, 'e': 0.9996974352588016}",30,0,-179.52714164601858,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
12,False,"{'a': 0.75, 'e': 0.9996191441776485}",20,0,-63.72679720929239,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
13,False,"{'a': 0.75, 'e': 0.999561951984747}",20,0,-127.44995739773398,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
14,False,"{'a': 0.75, 'e': 0.9995007615453702}",25,0,-102.90756421137401,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
15,False,"{'a': 0.75, 'e': 0.9994186513364454}",25,0,-108.52727322440545,"{0: 13, 1: 8, 2: 2, 3: 1, 4: 1}",0
16,False,"{'a': 0.75, 'e': 0.999330294764203}",20,0,-136.29132651331452,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
17,False,"{'a': 0.75, 'e': 0.9992551124946062}",20,10,-83.41170247872995,"{0: 4, 1: 0, 2: 5, 3: 0, 4: 1}",1
18,False,"{'a': 0.75, 'e': 0.9992160224582186}",30,0,-132.34259641869684,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
19,False,"{'a': 0.75, 'e': 0.9990927572147767}",20,0,-97.89070322498027,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
20,False,"{'a': 0.75, 'e': 0.9990055848539651}",25,0,-79.38107599791911,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
21,False,"{'a': 0.75, 'e': 0.9988910000407927}",20,0,-175.203234467332,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
22,False,"{'a': 0.75, 'e': 0.9987948371474092}",35,0,-252.01190883956235,"{0: 16, 1: 6, 2: 8, 3: 2, 4: 3}",0
