trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 0.995}",20,0,-152.08002552910384,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
2,False,"{'a': 0.75, 'e': 0}",20,0,-76.05747945289502,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
3,False,"{'a': 0.75, 'e': 0}",25,18,-8.794512484850834,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
4,False,"{'a': 0.75, 'e': 0}",25,0,-89.59517534678699,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
5,False,"{'a': 0.75, 'e': 0}",20,13,-0.9505459294338972,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
6,False,"{'a': 0.75, 'e': 0}",20,0,-63.242324647351985,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
7,False,"{'a': 0.75, 'e': 0}",25,0,-27.617353008771037,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
8,False,"{'a': 0.75, 'e': 0}",25,0,-70.73879485630127,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
9,False,"{'a': 0.75, 'e': 0}",25,0,-5.499688097433201,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
10,False,"{'a': 0.75, 'e': 0}",25,12,0.8948478135737712,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
11,False,"{'a': 0.75, 'e': 0}",30,8,-60.945651952473234,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
12,False,"{'a': 0.75, 'e': 0}",30,7,-40.5018334871971,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
13,False,"{'a': 0.75, 'e': 0}",25,16,13.491142171577245,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.75, 'e': 0}",30,0,6.360102741043981,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
15,False,"{'a': 0.75, 'e': 0}",20,0,14.342711400270842,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
16,False,"{'a': 0.75, 'e': 0}",20,0,-25.724728358031552,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
17,False,"{'a': 0.75, 'e': 0}",20,0,-11.985948534387791,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.75, 'e': 0}",35,0,14.400673673129406,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
19,False,"{'a': 0.75, 'e': 0}",20,0,12.450361152070366,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.75, 'e': 0}",20,0,-18.399827373958477,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1,True,"{'a': 0, 'e': 0}",30,0,-25.45834088635576,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
2,True,"{'a': 0, 'e': 0}",20,0,12.904973537202302,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,14,8.940025912473548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,1,35.60141628885002,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,-6.537843526549377,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,-16.837198821564925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",30,9,-11.680244243981043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,True,"{'a': 0, 'e': 0}",20,0,-58.36361052318424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
9,True,"{'a': 0, 'e': 0}",30,0,-2.978503057800997,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,-38.10407111783573,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",25,0,-109.2586242318527,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 3}",0
12,True,"{'a': 0, 'e': 0}",25,3,10.508833665500797,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,0,9.799529643022918,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",30,0,-1.0708627243257567,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",30,11,2.2758923055325484,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,0,34.41385753461286,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",25,0,30.956160289960238,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",30,10,16.303209897447584,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,0,26.999677978795344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,True,"{'a': 0, 'e': 0}",20,7,25.119583496177853,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
