trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-121.80493700126853,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9999980000006666}",20,0,-120.09807422855653,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9999920000106667}",25,0,-202.90746986770222,"{0: 12, 1: 0, 2: 8, 3: 3, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.9999788750743775}",20,0,-162.3632099175034,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9999638752175021}",25,0,-127.7340154684937,"{0: 10, 1: 8, 2: 4, 3: 3, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.9999395006100392}",20,0,-46.874800776531245,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9999155011900349}",25,0,-220.2039263824589,"{0: 12, 1: 3, 2: 4, 3: 3, 4: 3}",0
8,False,"{'a': 0.5, 'e': 0.9998798774049833}",30,0,-175.21931536481216,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
9,False,"{'a': 0.5, 'e': 0.9998288798805719}",35,0,-332.76172059634825,"{0: 16, 1: 4, 2: 7, 3: 3, 4: 5}",0
10,False,"{'a': 0.5, 'e': 0.9997580097605092}",20,0,-193.36112519028345,"{0: 9, 1: 3, 2: 1, 3: 5, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9997120138237345}",30,0,-67.65797774344708,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9996355221428369}",20,0,-54.70386984965729,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9995795294692156}",20,0,-101.16749094933033,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.999519538478809}",30,0,-102.23894607427414,"{0: 18, 1: 8, 2: 2, 3: 1, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.9994220556785212}",20,0,-137.6692377220221,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9993520699809768}",25,0,-166.4845607980606,"{0: 8, 1: 5, 2: 11, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9992589665398547}",25,0,-150.13430908718297,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.9991596177334445}",30,0,-85.48841500745267,"{0: 22, 1: 4, 2: 1, 3: 2, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9990321561605888}",30,0,-191.9951173112157,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9988957033050712}",20,0,-146.34357213709913,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
21,False,"{'a': 0.5, 'e': 0.9987997401808185}",20,0,-101.98669717528489,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.9986997818589368}",35,0,-96.45304374552083,"{0: 21, 1: 7, 2: 6, 3: 1, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.9985152425629842}",20,0,-109.80717150177034,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9984042995573239}",35,0,-51.49626059687202,"{0: 26, 1: 4, 2: 4, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.9982005399352042}",30,0,-203.75515525047683,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.9980161562865429}",20,0,-96.30294472318526,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.9978882436713011}",25,0,-109.31902501636569,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.9977227398442284}",20,10,11.74624226313036,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.9976547922402782}",25,0,-160.09983264413825,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.9974805586421406}",25,0,-70.67581337911024,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.9973000907937586}",25,0,-127.69869799795623,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9971133898230555}",25,0,-60.0054390082844,"{0: 16, 1: 6, 2: 1, 3: 2, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.9969204568969118}",25,3,-105.96272083699505,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 1}",1
34,False,"{'a': 0.5, 'e': 0.9967455218050013}",25,0,-211.0168886305872,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
35,False,"{'a': 0.5, 'e': 0.9965408760979774}",20,0,-76.02833333974817,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
